DraftPublicId,SpotlightDescription,SpotifyUrl
d_X5nGPf9Wff2xVvq,"Graham Skipper, Beth Accomando, and Drew & Toshi McWeeny ranked 13 Godzilla films with Godzilla (Beth Accomando's pick) at #1. Godzilla vs. Destoroyah and Shin Godzilla were both vetoed; Drew McWeeny and his son Toshi co-drafted as a team.",https://open.spotify.com/episode/1KvwfOLmtF4pZL39Ae9T1v
d_g6545IHNz0g9tAq,"Jason Sheridan and Eva Anderson ranked the best vintage con artist films — the ""sequel"" to the earlier Con Artist episode — with F for Fake at #1. The Grifters, The Sting, and Paper Moon all made the list.",https://open.spotify.com/episode/4CKAoVwSnIULdMQQH1mDXY
d_9qeJvcyGp0Ifuie,"Phil Iscove and Dana Schwartz ranked the best Kirsten Dunst films with Marie Antoinette at #1. A withdrawn veto by Schwartz created a notable moment; The Virgin Suicides, Eternal Sunshine, and Melancholia rounded out the list.",https://open.spotify.com/episode/0DRqRO9IMucNqCz4fuxols
d_yay1sP2ZnBUcqyv,Kyle Anderson and Billy Ray Brewton ranked the best A24 horror films with Green Room at #1. Hereditary and Green Room were both vetoed in the opening rounds; Under the Skin earned a top-five placement.,https://open.spotify.com/episode/2G3zlFPKZuFvXlV1PDwPvA
d_EAnHVbctWicgZ0w,"Rebekah McKendry, David Ian McKendry, and Morgan Peter Brown ranked 11 horror comedies with Evil Dead II at #1. One Cut of the Dead had its veto overridden; An American Werewolf in London and Shaun of the Dead earned high placements.",https://open.spotify.com/episode/7229btIDcvnmIPJug4oHrY
d_6e6K4qbOvz7D1Rf,Patrick Bromley and Elric Kane ranked Hooper's filmography with The Texas Chain Saw Massacre at #1. Toolbox Murders and The Mangler were vetoed; Lifeforce and Poltergeist represented Hooper's studio-era work.,https://open.spotify.com/episode/1vCLJQqu0CoGKZ23qewO8t
d_3WHdiYqHzcsLlSj,"Wynter Mitchell, Patrick Hamilton, Renée Bever, and April Wolfe ranked 13 high school horror films on Halloween with Halloween at #1. Ryan Marker drafted on behalf of the absent April Wolfe — a notable moment of proxy drafting.",https://open.spotify.com/episode/7DIixPaX2STx2xYF5Qm3EI
d_XU5LlikbRN3F9AP,Darren Franich and Darrin Navarro ranked the Kurosawa filmography with Ran at #1. High and Low was vetoed twice; Dodes'ka-den and I Live in Fear earned inclusion as underappreciated Kurosawa works.,https://open.spotify.com/episode/4s48Og87DcRuuEWS1PYBri
d_06qYkOxfQ5gDpR2,Billy Ray Brewton and Ryan Marker ranked the best teacher films with School of Rock at #1. October Sky was removed via Commissioner Override; Another Round was vetoed.,https://open.spotify.com/episode/1CWBH4LZj1NxQaJp5lumO7
d_MUAMTJjUseC1GQv,"Oriana Nudo, Walter Hollmann, and Maureen Lee Lenker ranked 11 Paul Newman films with Butch Cassidy and the Sundance Kid at #1. The Life and Times of Judge Roy Bean, Slap Shot, and Harry & Son were all vetoed.",https://open.spotify.com/episode/3Ptom5jfk6c4Ogx5ecHIJf
d_4ryUWS32WIq8BCX,"Louis Peitzman, Devan Coggan, Chancellor Agard, and Adam B. Vary ranked every MCU Phase 4 film and TV series — the first Screen Drafts episode to include TV seasons alongside films. The ""Feige Dispensation"" was introduced; Loki topped the list.",https://open.spotify.com/episode/48YcIJ3OvWAQ6IneK0mgkU
d_6D9ZkMOxLe9yv3I,"Joe Reid, Katey Rich, and Chris Feil ranked films directed by filmmakers after winning the Best Picture Oscar with Apocalypse Now at #1. Broadcast News was vetoed twice; the list rewarded directors who followed their Oscar success with ambitious work.",https://open.spotify.com/episode/5KsDXqgkOcceAhtJmyvSEj
d_E3YgZXQFvqcHWkz,Bryan Cogman and Helen Shang ranked the best Arthurian legend films with Excalibur at #1. The Green Knight was vetoed by Shang; Cogman self-vetoed Excalibur before ultimately selecting it #1.,https://open.spotify.com/episode/36FZV1LRpRTeDmrRIJtC02
d_IDLD1We6ceWjkfl,Graham Skipper and Eric Pennycoff ranked the best Christmas horror films with Deadly Games at #1. Gremlins was vetoed by Pennycoff; the list featured Rare Exports and Black Christmas.,https://open.spotify.com/episode/0XeDNRN4HZIbf02aCHaVY6
d_pYXEoPmrNMKntIL,"Clay Keller and Ryan Marker ranked the best Colin Farrell films on Christmas Eve in the Kristmas Eve tradition with The New World at #1. The Beguiled, The New World, and The Banshees of Inisherin were all vetoed; the nine-film mini-mega format was a departure from the standard seven.",https://open.spotify.com/episode/2Y8ImRKtILRMIrlQqsT9T5
d_kUBQyDBcjmN1blq,"A three-part Super Draft across January 2023 with Drea Clark, Darren Franich, Drew McWeeny, Roxana Hadadi, Billy Ray Brewton, Angelique Jackson, Wynter Mitchell, Adam B. Vary, and Lucé Tomlin-Brenner ranking Spielberg's full filmography with Jaws at #1. A Commissioner Override removed Jaws in Part II before it was ultimately rescued; multiple veto overrides shaped the final list.",https://open.spotify.com/episode/11mpncOszPsnMc0fMQ0vXn
d_5mH7uQpZdHxDzXn,"Three teams — Amanda Smith & Jordan Crucchiola, Phil Iscove & Kenny Neibart, and Clay Keller & Ryan Marker — ranked Spielberg-produced films across two parts with Back to the Future at #1. Twister's veto was overridden; the team format made this a structurally distinctive Mega Draft.",https://open.spotify.com/episode/6kdFbPavkBuYqQ3YBcEEc5
d_d8T4onsmewAz9Mx,"Mikelle Street and Tre'vell Anderson ranked the best Black queer films with Still Black: A Portrait of Black Transmen at #1. Recorded live for the Seattle Queer Film Festival, this episode featured no canonical predictions and a list spanning Paris Is Burning to Moonlight.",https://open.spotify.com/episode/5N8TSXEfEe6QDjJD4NkVDi
d_hlvYACQx531j4km,Jordan Crucchiola and Sam Wineman ranked the best obsession thriller films with Lisa at #1. The Cable Guy and Black Swan were both vetoed; the list showcased the erotic and psychological ends of the subgenre.,https://open.spotify.com/episode/7AoQFxGRis8kf69xOsTwBO
d_mglmHW4RpJ9BQDE,B.J. Colangelo and Louis Peitzman ranked all 8 Chucky franchise films with Child's Play 2 at #1. Seed of Chucky was vetoed by Peitzman before returning; both drafters brought deep franchise knowledge to the debate.,https://open.spotify.com/episode/0XeLo36kAr7wODH62mqOwi
d_9vInLQvkQOUIYRk,Mitchell Beaupre and Slim ranked the films that won the Independent Spirit Award for Best First Feature with Dirty Dancing at #1. The list ranged from You Can Count on Me to Sound of Metal — a survey of American indie debuts.,https://open.spotify.com/episode/6GzFJZz8FtuM71ankLKbfD
d_JX5sLeS2dPUnwpH,"Jacqueline Coley, Drea Clark, Ryan Marker, and Emily St. James ranked 20 films of 2022 with RRR at #1. All Quiet on the Western Front, Babylon, and Tár were all vetoed; Everything Everywhere All at Once made the list despite its heavy awards presence.",https://open.spotify.com/episode/33L9xXvoWHsp5zrc91aGlQ
d_Ajz32X7Qa1c8Yik,"Clarke Wolfe and Anthony DiBlasi ranked the best cult-focused films with Hereditary at #1. Mandy was vetoed by Wolfe; the list featured Rosemary's Baby, The Wicker Man, and Once Upon a Time... in Hollywood.",https://open.spotify.com/episode/1t8IvHwKeqoMjXcqJqtgbg
d_K82B4L1DisTSzDE,Chris Amick and Ben Mekler ranked the best train movies with The Train at #1. The Polar Express was vetoed; Emperor of the North and The General represented the list's classical end.,https://open.spotify.com/episode/21Vb0jS9bfqPWWBjj40E43
d_ZVyz3gperSlYIdE,Bryan Cogman and Darrin Navarro ranked the best 1970s conspiracy thrillers with The Conversation at #1. Invasion of the Body Snatchers was vetoed; All the President's Men and The Parallax View captured the paranoid spirit of the decade.,https://open.spotify.com/episode/3ETIvTJnISOlEvvEZnMqLw
d_k7gi4lioSBQR6vr,"Brea Grant, Clarke Wolfe, and Billy Ray Brewton ranked 9 robot films live at an event with Blade Runner at #1. Jason X was removed via Commissioner Override; multiple vetoes and overrides made this an eventful live draft.",https://open.spotify.com/episode/6RAPaij76RljyupOsAiQ7F
d_5zFePoKzRsfKndk,Dana Schwartz and Phil Iscove ranked the best Anne Hathaway films with The Devil Wears Prada at #1. The Intern was vetoed by Iscove; the list included Rachel Getting Married and Les Misérables.,https://open.spotify.com/episode/0Im1FQnM8l42GVS2xGcJWw
d_LLzRsZk4Oda3DFY,Billy Ray Brewton and Marya Gates ranked the best music documentaries with The Devil and Daniel Johnston at #1. The Devil and Daniel Johnston was self-vetoed by Brewton before Gates claimed it; Summer of Soul earned a high placement.,https://open.spotify.com/episode/3KyDxfrpTxnZVUTbJOMzGz
d_CWKp4DfnXgbZTsh,"Joe Reid, Liz Hannah, and Kenny Neibart ranked the best John Grisham adaptations with The Pelican Brief at #1. A Time to Kill was vetoed; Christmas with the Kranks earned a spirited defense as a Grisham oddity.",https://open.spotify.com/episode/07XSUmyjKYvGPCyOsth7Km
d_vtq6CxrO6PItgzK,Maria Lewis and Drea Clark ranked the best films of 2012 with The Dark Knight Rises at #1. Byzantium was removed via Commissioner Override; The Cabin in the Woods was vetoed.,https://open.spotify.com/episode/1nYSxtgtITqRGMrVcFbLGu
d_cKKp3GyzpxGnE5e,Eric Plese and Ryan Estrada ranked the Bong filmography with Memories of Murder at #1. The Host was vetoed by Estrada — the veto was delivered by an actor from the film in a memorable bit.,https://open.spotify.com/episode/0qM2ItrIVXQ4GxpvzF9a7M
d_CMsKLDoX06h1F8a,"Darren Franich, Jen Yamato, and Piya Sinha-Roy ranked 13 Dwayne Johnson and Vin Diesel films with Fast Five at #1. Multiple vetoes including The Scorpion King and Jungle Cruise; Moana, The Iron Giant, and Furious 7 all made the list.",https://open.spotify.com/episode/2jkPUUZobrwmbNYBYUBnLf
d_ILV8pB3pgqbEcNJ,Louis Peitzman and Oriana Nudo ranked the best jukebox musicals with Singin' in the Rain at #1. Across the Universe and Singin' in the Rain were each vetoed; Mamma Mia! Here We Go Again earned a polarizing top-five finish.,https://open.spotify.com/episode/74yYszwEi3nbWSjf9gyKUZ
d_IKSgnPSxI3co5A4,Drea Clark and Guy Branum ranked the best Merchant Ivory productions with A Room with a View at #1. Branum vetoed A Room with a View on his first selection before ultimately choosing it #1 — a notable veto rescission.,https://open.spotify.com/episode/4i6T69WcQxp1IAgNT3qW9g
d_GOyfg7fy90wQY04,Adam B. Vary and Jordan Crucchiola ranked the best queer-coded or queer-themed studio films with Victor/Victoria at #1. Victor/Victoria was vetoed by Crucchiola before earning the top spot.,https://open.spotify.com/episode/6XwdPK84wU4n1vLd5LtEFw
d_wU2m0mhYq6P0uCY,"Joanna Robinson, Mallory Rubin, and Bryan Cogman ranked 13 Harrison Ford films with Raiders of the Lost Ark at #1. Air Force One was vetoed after a Trump reference was noted; Regarding Henry and Frantic earned their first-ever Screen Drafts consideration.",https://open.spotify.com/episode/6atlN7QuOilwe5zBB384Lw
d_Knc8e4Dn57mZKtX,Marc Bernardin and Ryan Marker ranked all 9 Rocky and Creed films with Creed at #1. Rocky III and Rocky IV were each vetoed; the episode was a love letter to the franchise's resilience over four decades.,https://open.spotify.com/episode/2ngnTIrJnTY8fFNdFDg7d2
d_QbDOpn9pgQ7M3ah,"Bryan Cogman, Oriana Nudo, and Maureen Lee Lenker ranked 11 screwball comedies with It Happened One Night at #1. Bringing Up Baby, Arsenic and Old Lace, and Christmas in Connecticut were all vetoed.",https://open.spotify.com/episode/5rCag5unZeQGk4MMCXSAH5
d_i5ix21GmgAAONPd,"Kenny Neibart and Liz Hannah ranked the best films about labor unions with Newsies at #1. Silkwood was vetoed; the episode aired during Hollywood's 2023 strikes, giving it an especially charged context.",https://open.spotify.com/episode/0GktW2fMQzf0nTSrlkIfTF
d_NExC0klvEWRsUIX,"Andy Levy and Mike Ryan ranked the best fifth installments in film series with Last Action Hero at #1. The episode coined the term ""Fivequel"" as a concept category.",https://open.spotify.com/episode/6kCZ1F2GIziXulX914tcuV
d_e4rB8voUVE0ogBf,Darren Franich and Dave Schilling ranked the best '90s superhero films with Judge Dredd at #1. Darkman was vetoed by Franich; The Shadow and The Rocketeer made the list alongside the more expected Blade and Batman Returns.,https://open.spotify.com/episode/7pPsbLczUzjbPfGl4AcrzS
d_PMZfWj2T1rxhhEF,Ian Karmel and Sean Jordan ranked the best George Clooney films with The Perfect Storm at #1. From Dusk Till Dawn was vetoed; O Brother Where Art Thou? and Three Kings earned high placements.,https://open.spotify.com/episode/7IX399k39ey0ZfddN8pIA5
d_irWOVJoRquPuVsW,Clarke Wolfe and Eva Anderson ranked the best films directed by screenwriters as their first film with Ex Machina at #1. No vetoes or overrides occurred; the list spanned The Maltese Falcon to Promising Young Woman.,https://open.spotify.com/episode/3BVrhtyBZlK9gTSRsXgp4P
d_5Bds9bVzpvcL73g,Libby Hill and Emily St. James ranked the best country music films with O Brother Where Art Thou? at #1. The Broken Circle Breakdown was vetoed by St. James; Nashville and Coal Miner's Daughter also made the list.,https://open.spotify.com/episode/7glCxnqXMPLedqrKAdKyK7
d_U5w3Ap9km1N1iTO,Kyle Turner and Juan Barquin ranked the best queer crime films with Can You Ever Forgive Me? at #1. Kajillionaire was vetoed; Scorpio Rising was removed via Commissioner Override for being a short film.,https://open.spotify.com/episode/3XNAzvTnmpQg7ta0HWa2vU
d_EZOO0obqb5R1Rnd,"Billy Ray Brewton, Drea Clark, and Drew McWeeny ranked 11 Vietnam War films with The Boys in Company C at #1. The Deer Hunter was vetoed by Brewton; multiple vetoes and a Commissioner Override shaped this five-hour marathon episode.",https://open.spotify.com/episode/18nOyindXSLdGdxCTwzGhl
d_5fAdHhgu0nmpaKv,Devan Coggan and Piya Sinha-Roy ranked the best Greta Gerwig films with Hannah Takes the Stairs at #1. No vetoes or overrides occurred; Barbie's inclusion as a top-five pick reflected the film's cultural moment.,https://open.spotify.com/episode/5Hndk8RSYfCvXiaBDpLCF6
d_8Bl2V99U1n54Udt,"Clay Keller, Thomas Grabinski, Karen Tongson, and Helen Shang ranked 13 films of 1998 with Velvet Goldmine at #1 in Shang's pick. Rounders and Funny Games were both vetoed; Deep Impact and Mulan earned surprise inclusions.",https://open.spotify.com/episode/4VyZ7mSjfWjfLQwu3Anghm
d_u99vZJQCTmpiEdu,Kyle Anderson and Billy Ray Brewton ranked the best Blumhouse productions with The Town That Dreaded Sundown at #1. Get Out was vetoed by Anderson; Halloween Kills was vetoed by Brewton.,https://open.spotify.com/episode/1UJg2WOXTkQLl3sP0cwRFp
d_qD0QlR6tT4NbvtZ,"Wynter Mitchell and Morgan Peter Brown ranked the best home invasion films with Knock Knock at #1. Home Alone, Mother!, and Funny Games (2007) were all vetoed; Morgan Peter Brown won 3-0.",https://open.spotify.com/episode/4Av2Z2ELBgHyjcdAB3fZxW
d_vjreT4wvPcbkOIv,Matt Singer and Jordan Hoffman ranked films that were negatively reviewed by Siskel and Ebert (two thumbs down) with Last Action Hero at #1. Army of Darkness was vetoed by Hoffman; Matt Singer won 3-0.,https://open.spotify.com/episode/6hfMNdD5h2Cea6k2HhhDti
d_ChSOhucHxhMJmIQ,"Megan Amram, Walter Hollmann, and Ben Mekler ranked all 10 Saw films with Spiral at #1. Saw X was vetoed twice and Saw was vetoed; Megan Amram won the first-ever three-way Saw Super Draft.",https://open.spotify.com/episode/5JWNtoI1BvvUVJfbb37yd7
d_qi3DxCJJG7lmVkR,"Rebekah McKendry, Elric Kane, Graham Skipper, and Billy Ray Brewton ranked all 13 Halloween films with Halloween Ends at #1. A veto override by Skipper on Halloween Kills shaped the final rankings; Billy Ray Brewton came first.",https://open.spotify.com/episode/1saCdCPUB0EQMC8EGq1efO
d_qeSHa3cnZKL1MgH,Joe Reid and Adam B. Vary ranked 10 Don Bluth animated films with A Troll in Central Park at #1. An American Tail was vetoed twice by Reid; Adam B. Vary won 3-0.,https://open.spotify.com/episode/3ZkVAEMB8t33QvJxJUVuep
d_qrj53LqfArMBy2U,"B.J. Colangelo, Louis Peitzman, Rebekah McKendry, and Dane McDonald ranked all 26+ Disney animated feature films across two parts with Snow White at #14 and Sleeping Beauty at #1. Multiple vetoes and overrides including a Hunchback of Notre Dame override; Dane McDonald came first.",https://open.spotify.com/episode/54gbgNVlDShh6EXxbk34Rx
d_ZqlybYb0CplimPr,William Bibbiani and Harmony Colangelo ranked 10 Ralph Bakshi films with Cool World at #1. The Lord of the Rings and Fritz the Cat rounded out a list that surveyed Bakshi's provocative animated output; Bibbiani won 3-1.,https://open.spotify.com/episode/3ZNyswoe0WHwVh6I1AuJIR
d_ahQJOporGtF55HU,Oriana Nudo and Maureen Lee Lenker ranked the best Judy Garland films with Summer Stock at #1. Lenker won 3-1; the list ranged from The Wizard of Oz to A Child Is Waiting.,https://open.spotify.com/episode/7EV4v3qY5859aUCUoOokLP
d_rwfH6W0tWotKriJ,"Daniel Fienberg, Alan Sepinwall, and Linda Holmes ranked 11 sports films of the 1980s with Personal Best at #1. Rocky III was vetoed by Fienberg; The Natural, Bull Durham, and Raging Bull also made the list. Fienberg won.",https://open.spotify.com/episode/0h1CKLLtD1NgDVSy0s9Igu
d_Ri2NDYWRfCiLnIa,"Gina Ippolito and Jordan Morris ranked the best action films starring older actors (""AARP-eligible"") with Mission: Impossible – Dead Reckoning Part One at #1. The Limey and The Unbearable Weight of Massive Talent were vetoed; Morris won 3-0.",https://open.spotify.com/episode/4JaKlczhzncmmBZGtJSoBL
d_59LiN8j8ce8Ock9,"Clay Keller, Ryan Marker, and Thomas Grabinski ranked 13 Juliette Binoche films with Three Colours: Blue at #1. The Unbearable Lightness of Being had its veto overridden; multiple vetoes across rounds made this one of the most contentious mini-Megas.",https://open.spotify.com/episode/38PiZDoXOwKO6YH13B7BAa
d_6OoLuEH7JbQ9h41,"A three-part Super Draft across January 2024 with Kenny Neibart, Phil Iscove, Emily St. James, Joe Reid, Chris Feil, Katey Rich, Bryan Cogman, Oriana Nudo, and Roxana Hadadi ranking Scorsese's full filmography. The Age of Innocence made the largest veto-recovery jump in show history — from position 29 to #1; the first Patreon Members veto override also occurred.",https://open.spotify.com/episode/3YpGavncNAlmLhnW3ieDqM
d_DPEW37voxdRAFjY,Ryan Marker and Marya Gates ranked seven Criterion-released world cinema films not previously drafted on the show with Sambizanga at #1. The episode highlighted overlooked international films from Limite to The Color of Pomegranates.,https://open.spotify.com/episode/4NEAOLkx0tkyTsp5nCDLFw
d_wQfomEQTWak009A,"Drea Clark, Ify Nwadiwe, and Inkoo Kang ranked 11 Scorsese-produced films with Uncut Gems at #1. Multiple vetoes and overrides shaped a list that included The Grifters and The Eternal Daughter.",https://open.spotify.com/episode/73SZrv0Af0HNSuJBiy5pi3
d_lA308Rl2qbkhnV6,Kyle Turner and Juan Barquin ranked the best queer comedy films live with Some Like It Hot at #1. No rollover vetoes were used; the Mooch Rule was suspended.,https://open.spotify.com/episode/3sRHmSePhVnZ73FrEMRd0O
d_21TFvXhoVgjRfjt,"Elric Kane and Blake Howard ranked the best Australian exploitation films with Roadgames at #1. Wake in Fright was removed via Commissioner Override; Mad Max, The Proposition, and Razorback all made the list.",https://open.spotify.com/episode/6nVv2F9E3kqYGiLoiptadt
d_VjYEWVHSM1V6UNg,"Scott Wampler, Eric Vespe, Louis Peitzman, and Wynter Mitchell ranked 13 Stephen King adaptations — a sequel to the show's earlier King episode — with The Shawshank Redemption at #1. Multiple vetoes and one override; Doctor Sleep and Gerald's Game earned inclusion alongside classics.",https://open.spotify.com/episode/0taDXanipMyQCqgSGBIQQU
d_vDEli9B9gJSdW1J,"Billy Ray Brewton, Drea Clark, Clay Keller, and Katie Walsh ranked 20 films of 2023 with All of Us Strangers at #1. Asteroid City, Jules, and BlackBerry were all vetoed; Katie Walsh finished first.",https://open.spotify.com/episode/6O4O1w01XNMOmGJnBKcmMH
d_GJv3ygQ0JVM9Vs8,"Rebekah McKendry and Graham Skipper ranked the best horror musicals with Little Shop of Horrors at #1. The Mooch Rule was suspended; multiple Commissioner Overrides removed selections, making this an unusually rule-heavy episode.",https://open.spotify.com/episode/1unlNUyr6hChvsgOqAhZHd
d_3e5fH21LRxZmHSy,"Brian Collins and Penny Cox ranked the best horror films of 2009 with Orphan at #1. Saw VI was vetoed by Cox; Jennifer's Body, Drag Me to Hell, and Thirst all made the list.",https://open.spotify.com/episode/3iMgt0mmAIG7YzY3HxzsJh
d_Q6kZrCO1MHbvjZ6,Jacqueline Coley and Erik Anderson ranked the best Jodie Foster films with The Silence of the Lambs at #1. Erik Anderson won 3-1; the list ranged from Taxi Driver to Panic Room.,https://open.spotify.com/episode/0CKJeYg07ldGiVAyEDKTP8
d_kZrpjOY32Zm1rhG,Lucé Tomlin-Brenner and Ryan Marker ranked Shelton's complete filmography with Your Sister's Sister at #1. Humpday and Your Sister's Sister were each vetoed; We Go Way Back was vetoed by Marker; Ryan won 2-1.,https://open.spotify.com/episode/3vYiBASK5hSQBqYgCaUjFM
d_LnYeerD9q8ZnrsS,"Mike Makowsky, Brian Duffield, and Liz Hannah ranked 10 Aaron Sorkin-written films with The Social Network at #1. Steve Jobs, The American President, and The Social Network were all vetoed; Makowsky won.",https://open.spotify.com/episode/1vw8vQVNFiyBED3Rmrz1ny
d_o65GwJiGsw8Ag4d,Chris Hewitt and Nick de Semlyen ranked the best action sequels with Terminator 2: Judgment Day at #1. John Wick: Chapter 2 and Indiana Jones and the Temple of Doom were vetoed; Hewitt won 3-1.,https://open.spotify.com/episode/43yUQQRwGP0iLMablDFm5I
d_OZ7Orni8LHaozX2,William Bibbiani and Walter Chaw ranked the best films about the afterlife with After Life at #1. Heaven Can Wait and After Life were both vetoed; Walter Chaw swept 3-0.,https://open.spotify.com/episode/6aKVaXwr3KpF77fsUKqeoD
d_YIoNALYxBbsmr81,"Clarke Wolfe and Fayna Sanchez ranked the best horror anthology films with Trick 'r Treat at #1. Creepshow was vetoed via the ""Midsommar Maneuver""; the Mooch Rule was suspended.",https://open.spotify.com/episode/7v0pzjEqzwM1cnuWAafQ4B
d_oREDlbvIsBUoMm6,Justin LaLiberty and Samm Deighan ranked the best Vinegar Syndrome releases with Corruption at #1. Drew McWeeny served as guest co-commissioner; LaLiberty won 3-1 in a deep dive into cult and exploitation cinema.,https://open.spotify.com/episode/4Erg8G4oaVJV4G9wlJEKy5
d_ay4YO9DNxNp1mNO,Jordan Crucchiola and Darren Franich ranked the best films that were booed at the Cannes Film Festival with Twin Peaks: Fire Walk with Me at #1. Dancer in the Dark was vetoed — notably Jordan's first veto in 10 appearances; Franich won 3-0.,https://open.spotify.com/episode/1SJEOnQIQQKwGQxZlKpLLE
d_9XHaS8UGcSK0fkB,Dana Schwartz and Phil Iscove ranked the best Natalie Portman films with Black Swan at #1. V for Vendetta was vetoed; Dana Schwartz won 3-2 with Jackie and May December in the top five.,https://open.spotify.com/episode/2AtgOGbSqqmnfsPaTFHRSP
d_yRVFb6ri7XCUhlZ,"Marc Bernardin, Darren Franich, and Dave Schilling ranked all 10 Planet of the Apes films with Planet of the Apes (1968) at #1. Multiple vetoes including two on Dawn of the Apes; both commissioners received goose eggs on their predictions — a rare shut-out.",https://open.spotify.com/episode/6fU685AWDCs6jLVcymsC6Y
d_PQVCNRsSZqz78dm,Kris Tapley and Ash Crossan ranked the best films that won the MTV Movie Award for Best Kiss with Moonlight at #1. Jackass Forever was vetoed; Moonlight became the first film to appear as the #1 selection across three separate Screen Drafts episodes.,https://open.spotify.com/episode/4dJbswyDuDPwGKmdwm0c5t
d_u3059y3rGlwj30L,"Billy Ray Brewton and Drea Clark ranked the best Geena Davis films with The Long Kiss Goodnight at #1. Quick Change was vetoed; Thelma & Louise, A League of Their Own, and The Fly all made the list.",https://open.spotify.com/episode/6py9m0GtXQUfhwBsQFTEKN
d_XNzLPPiq7kHPatO,"Joe Reid and Louis Peitzman ranked the Schumacher filmography in a 9-film mini-Mega with The Client at #1. The list featured Falling Down, The Lost Boys, and Batman Forever — rehabilitating Schumacher's legacy.",https://open.spotify.com/episode/2yDkVA7jzDz2jKNRhVndd6
d_rSw1ccLYnRONs0t,"Libby Hill, Jordan Crucchiola, and Emily St. James ranked 11 films about lesbian relationships and experience with Portrait of a Lady on Fire at #1. The list ranged from Desert Hearts and Carol to Bound and Show Me Love.",https://open.spotify.com/episode/4h4LJSbZUbbo1mvbt67EYV
d_gL7Uq2tilyp79pZ,Angelique Jackson and Adam B. Vary ranked the best Angela Bassett films with How Stella Got Her Groove Back at #1. How Stella was vetoed by Vary before Jackson claimed it; What's Love Got to Do with It and Malcolm X also made the list.,https://open.spotify.com/episode/6wGOPQrrKSKg6AtXTDx7JN
d_NrRY0URytKi3MMb,"Bryan Cogman, Oriana Nudo, and Maureen Lee Lenker ranked 13 films of 1939 — Hollywood's greatest year — with The Wizard of Oz at #1. Young Mr. Lincoln was vetoed; Gone with the Wind's veto was overridden by Cogman.",https://open.spotify.com/episode/5Pds7Q6deWZDZffWSXIwCI
d_1ov8BtPsv2qTw1E,Elliott Kalan and Jordan Morris ranked the best films about children with supernatural abilities with Kiki's Delivery Service at #1. The Tin Drum and Village of the Damned earned high placements; Spider-Man: Into the Spider-Verse made the top three.,https://open.spotify.com/episode/0BA75k3swy5XN5NzE3UQbj
d_5Hmr3xnA9de8gM2,"Jon Gabrus and Ryan Stanger ranked the best JCVD films with Bloodsport at #1. No vetoes occurred; Street Fighter earned a high placement, and Lionheart made a surprise top-three finish.",https://open.spotify.com/episode/4c0cGxNOhs9YXu67kmTA8q
d_MX8mNl44yJj5uPV,"Mia Lee Vicino and Bethy Squires ranked the best films set in retail and commercial spaces with Clerks at #1. The list included The Watermelon Woman, Little Shop of Horrors, and Notting Hill — a surprisingly diverse category.",https://open.spotify.com/episode/4EAUZd4N9y4OGqumm1923V
d_eswffryaBixg7Ng,"Drew McWeeny, Drea Clark, and Billy Ray Brewton ranked 13 films of 1994 with Hoop Dreams at #1. Crumb and Chungking Express were removed via Commissioner Override for their US release dates; Forrest Gump was vetoed by Clark.",https://open.spotify.com/episode/5SELSeEnT2darPZSKX6Zvs
d_VdlQPc5zB5BCngt,"Roxana Hadadi, Bilge Ebiri, and Brandon Streussnig ranked 13 Michael Mann films with The Jericho Mile at #1. Ferrari and Manhunter were both vetoed; Heat, Thief, and Collateral all made the list.",https://open.spotify.com/episode/2J0kiisxLhO5sTyWZ4M5NT
d_CzRzBHINdCoWnfG,Emily St. James and Noel Murray ranked the best films about being stranded or marooned with The Black Stallion at #1. I Saw the TV Glow was removed via Commissioner Override; The Red Turtle and Lord of the Flies (1963) earned high placements.,https://open.spotify.com/episode/1zP1jFGleN3fCKYpXSQUEL
d_fFnfS0UTJzT0c4J,"Clay Keller, Billy Ray Brewton, and Darrin Navarro ranked 22 Michael Crichton adaptations with Physical Evidence at #1. Coma was vetoed multiple times; a veto override by Keller saved Congo — a rare override for a film generally considered middling.",https://open.spotify.com/episode/7ietsRPlGqyBXK1f0rSxRX
d_9l5w4QPTAjkLDJi,"Bryan Cogman and Milla Bell-Hart ranked the best Elmore Leonard adaptations with 52 Pick-Up at #1. Life of Crime and Mr. Majestyk were vetoed; Jackie Brown, Out of Sight, and Get Shorty anchored the top of the list.",https://open.spotify.com/episode/2vAi94CHFc8juCJVa6jAre
d_Mx3yhjvwDgHp6sG,"Alan Sepinwall, Linda Holmes, Jen Yamato, and Daniel Fienberg ranked 13 sports films of the 1990s with Tin Cup at #1. The Sandlot's veto was overridden by Yamato; Jerry Maguire's veto was overridden by Fienberg — two overrides in one episode.",https://open.spotify.com/episode/3i6Az9ZJxl9RjA0Ao8P1JX
d_RDKxnBCxkJiWkAT,Katie Walsh and Louis Peitzman ranked the best Patricia Highsmith adaptations with Deep Water at #1. The Two Faces of January and The Talented Mr. Ripley were both vetoed; Purple Noon and The American Friend earned strong placements.,https://open.spotify.com/episode/0Yj4s4toPN5nK7tow4mGom
d_uZY2okQHzOAdLQB,Two teams — Joanna Robinson & Katey Rich vs. Chris Feil & Joe Reid — ranked the best films set in bookstores or libraries with Party Girl at #1. The team format created spirited back-and-forth; Desk Set and 84 Charing Cross Road anchored the list.,https://open.spotify.com/episode/4TlwTVqgM6tqKksIbHKdxx
